order_item_id,order_id,product_id,quantity,total_sales
18877,ORD0008,145,1,500.0
18878,ORD0008,155,1,500.0
18879,ORD0009,4,3,60.0
18880,ORD0009,14,3,60.0
18881,ORD0009,24,3,60.0
18882,ORD0009,34,3,60.0
18883,ORD0009,44,3,60.0
18884,ORD0009,54,3,60.0
18885,ORD0009,64,3,60.0
18886,ORD0009,74,3,60.0
18887,ORD0009,84,3,60.0
18888,ORD0009,94,3,60.0
18889,ORD0009,104,3,60.0
18890,ORD0009,114,3,60.0
18891,ORD0009,124,3,60.0
18892,ORD0009,134,3,60.0
18893,ORD0009,144,3,60.0
18894,ORD0009,154,3,60.0
18895,ORD0010,5,1,500.0
18896,ORD0010,15,1,500.0
18897,ORD0010,25,1,500.0
18898,ORD0010,35,1,500.0
18899,ORD0010,45,1,500.0
18900,ORD0010,55,1,500.0
18901,ORD0010,65,1,500.0
18902,ORD0010,75,1,500.0
18903,ORD0010,85,1,500.0
18904,ORD0010,95,1,500.0
18905,ORD0010,105,1,500.0
18906,ORD0010,115,1,500.0
18907,ORD0010,125,1,500.0
18908,ORD0010,135,1,500.0
18909,ORD0010,145,1,500.0
18910,ORD0010,155,1,500.0
18911,ORD0011,6,2,30.0
18912,ORD0011,16,2,30.0
18913,ORD0011,26,2,30.0
18914,ORD0011,36,2,30.0
18915,ORD0011,46,2,30.0
18916,ORD0011,56,2,30.0
18917,ORD0011,66,2,30.0
18918,ORD0011,76,2,30.0
18919,ORD0011,86,2,30.0
18920,ORD0011,96,2,30.0
18921,ORD0011,106,2,30.0
18922,ORD0011,116,2,30.0
18923,ORD0011,126,2,30.0
18924,ORD0011,136,2,30.0
18925,ORD0011,146,2,30.0
18926,ORD0011,156,2,30.0
18927,ORD0012,7,4,160.0
18928,ORD0012,17,4,160.0
18929,ORD0012,27,4,160.0
18930,ORD0012,37,4,160.0
18931,ORD0012,47,4,160.0
18932,ORD0012,57,4,160.0
18933,ORD0012,67,4,160.0
18934,ORD0012,77,4,160.0
18935,ORD0012,87,4,160.0
18936,ORD0012,97,4,160.0
18937,ORD0012,107,4,160.0
18938,ORD0012,117,4,160.0
18939,ORD0012,127,4,160.0
18940,ORD0012,137,4,160.0
18941,ORD0012,147,4,160.0
18942,ORD0012,157,4,160.0
18943,ORD0013,8,2,1600.0
18944,ORD0013,18,2,1600.0
18945,ORD0013,28,2,1600.0
18946,ORD0013,38,2,1600.0
18947,ORD0013,48,2,1600.0
18948,ORD0013,58,2,1600.0
18949,ORD0013,68,2,1600.0
18950,ORD0013,78,2,1600.0
18951,ORD0013,88,2,1600.0
18952,ORD0013,98,2,1600.0
18953,ORD0013,108,2,1600.0
18954,ORD0013,118,2,1600.0
18955,ORD0013,128,2,1600.0
18956,ORD0013,138,2,1600.0
18957,ORD0013,148,2,1600.0
18958,ORD0013,158,2,1600.0
18959,ORD0014,9,3,1800.0
18960,ORD0014,19,3,1800.0
18961,ORD0014,29,3,1800.0
18962,ORD0014,39,3,1800.0
18963,ORD0014,49,3,1800.0
18964,ORD0014,59,3,1800.0
18965,ORD0014,69,3,1800.0
18966,ORD0014,79,3,1800.0
18967,ORD0014,89,3,1800.0
18968,ORD0014,99,3,1800.0
18969,ORD0014,109,3,1800.0
18970,ORD0014,119,3,1800.0
18971,ORD0014,129,3,1800.0
18972,ORD0014,139,3,1800.0
18973,ORD0014,149,3,1800.0
18974,ORD0014,159,3,1800.0
18975,ORD0015,3,4,600.0
18976,ORD0015,13,4,600.0
18977,ORD0015,23,4,600.0
18978,ORD0015,33,4,600.0
18979,ORD0015,43,4,600.0
18980,ORD0015,53,4,600.0
18981,ORD0015,63,4,600.0
18982,ORD0015,73,4,600.0
18983,ORD0015,83,4,600.0
18984,ORD0015,93,4,600.0
18985,ORD0015,103,4,600.0
18986,ORD0015,113,4,600.0
18987,ORD0015,123,4,600.0
18988,ORD0015,133,4,600.0
18989,ORD0015,143,4,600.0
18990,ORD0015,153,4,600.0
18991,ORD0016,10,1,1200.0
18992,ORD0016,20,1,1200.0
18993,ORD0016,30,1,1200.0
18994,ORD0016,40,1,1200.0
18995,ORD0016,50,1,1200.0
18996,ORD0016,60,1,1200.0
18997,ORD0016,70,1,1200.0
18998,ORD0016,80,1,1200.0
18999,ORD0016,90,1,1200.0
19000,ORD0016,100,1,1200.0
19001,ORD0016,110,1,1200.0
19002,ORD0016,120,1,1200.0
19003,ORD0016,130,1,1200.0
19004,ORD0016,140,1,1200.0
19005,ORD0016,150,1,1200.0
19006,ORD0016,160,1,1200.0
19007,ORD0017,4,1,20.0
19008,ORD0017,14,1,20.0
19009,ORD0017,24,1,20.0
19010,ORD0017,34,1,20.0
19011,ORD0017,44,1,20.0
19012,ORD0017,54,1,20.0
19013,ORD0017,64,1,20.0
19014,ORD0017,74,1,20.0
19015,ORD0017,84,1,20.0
19016,ORD0017,94,1,20.0
19017,ORD0017,104,1,20.0
19018,ORD0017,114,1,20.0
19019,ORD0017,124,1,20.0
19020,ORD0017,134,1,20.0
19021,ORD0017,144,1,20.0
19022,ORD0017,154,1,20.0
19023,ORD0018,5,2,1000.0
19024,ORD0018,15,2,1000.0
19025,ORD0018,25,2,1000.0
19026,ORD0018,35,2,1000.0
19027,ORD0018,45,2,1000.0
19028,ORD0018,55,2,1000.0
19029,ORD0018,65,2,1000.0
19030,ORD0018,75,2,1000.0
19031,ORD0018,85,2,1000.0
19032,ORD0018,95,2,1000.0
19033,ORD0018,105,2,1000.0
19034,ORD0018,115,2,1000.0
19035,ORD0018,125,2,1000.0
19036,ORD0018,135,2,1000.0
19037,ORD0018,145,2,1000.0
19038,ORD0018,155,2,1000.0
19039,ORD0019,1,3,180.0
19040,ORD0019,11,3,180.0
19041,ORD0019,21,3,180.0
19042,ORD0019,31,3,180.0
19043,ORD0019,41,3,180.0
19044,ORD0019,51,3,180.0
19045,ORD0019,61,3,180.0
19046,ORD0019,71,3,180.0
19047,ORD0019,81,3,180.0
19048,ORD0019,91,3,180.0
19049,ORD0019,101,3,180.0
19050,ORD0019,111,3,180.0
19051,ORD0019,121,3,180.0
19052,ORD0019,131,3,180.0
19053,ORD0019,141,3,180.0
19054,ORD0019,151,3,180.0
19055,ORD0020,2,4,400.0
19056,ORD0020,12,4,400.0
19057,ORD0020,22,4,400.0
19058,ORD0020,32,4,400.0
19059,ORD0020,42,4,400.0
19060,ORD0020,52,4,400.0
19061,ORD0020,62,4,400.0
19062,ORD0020,72,4,400.0
19063,ORD0020,82,4,400.0
19064,ORD0020,92,4,400.0
19065,ORD0020,102,4,400.0
19066,ORD0020,112,4,400.0
19067,ORD0020,122,4,400.0
19068,ORD0020,132,4,400.0
19069,ORD0020,142,4,400.0
19070,ORD0020,152,4,400.0
19071,ORD0021,2,3,300.0
19072,ORD0021,12,3,300.0
19073,ORD0021,22,3,300.0
19074,ORD0021,32,3,300.0
19075,ORD0021,42,3,300.0
19076,ORD0021,52,3,300.0
19077,ORD0021,62,3,300.0
19078,ORD0021,72,3,300.0
19079,ORD0021,82,3,300.0
19080,ORD0021,92,3,300.0
19081,ORD0021,102,3,300.0
19082,ORD0021,112,3,300.0
19083,ORD0021,122,3,300.0
19084,ORD0021,132,3,300.0
19085,ORD0021,142,3,300.0
19086,ORD0021,152,3,300.0
19087,ORD0022,10,4,4800.0
19088,ORD0022,20,4,4800.0
19089,ORD0022,30,4,4800.0
19090,ORD0022,40,4,4800.0
19091,ORD0022,50,4,4800.0
19092,ORD0022,60,4,4800.0
19093,ORD0022,70,4,4800.0
19094,ORD0022,80,4,4800.0
19095,ORD0022,90,4,4800.0
19096,ORD0022,100,4,4800.0
19097,ORD0022,110,4,4800.0
19098,ORD0022,120,4,4800.0
19099,ORD0022,130,4,4800.0
19100,ORD0022,140,4,4800.0
19101,ORD0022,150,4,4800.0
19102,ORD0022,160,4,4800.0
19103,ORD0023,6,1,15.0
19104,ORD0023,16,1,15.0
19105,ORD0023,26,1,15.0
19106,ORD0023,36,1,15.0
19107,ORD0023,46,1,15.0
19108,ORD0023,56,1,15.0
19109,ORD0023,66,1,15.0
19110,ORD0023,76,1,15.0
19111,ORD0023,86,1,15.0
19112,ORD0023,96,1,15.0
19113,ORD0023,106,1,15.0
19114,ORD0023,116,1,15.0
19115,ORD0023,126,1,15.0
19116,ORD0023,136,1,15.0
19117,ORD0023,146,1,15.0
19118,ORD0023,156,1,15.0
19119,ORD0024,10,3,3600.0
19120,ORD0024,20,3,3600.0
19121,ORD0024,30,3,3600.0
19122,ORD0024,40,3,3600.0
19123,ORD0024,50,3,3600.0
19124,ORD0024,60,3,3600.0
19125,ORD0024,70,3,3600.0
19126,ORD0024,80,3,3600.0
19127,ORD0024,90,3,3600.0
19128,ORD0024,100,3,3600.0
19129,ORD0024,110,3,3600.0
19130,ORD0024,120,3,3600.0
19131,ORD0024,130,3,3600.0
19132,ORD0024,140,3,3600.0
19133,ORD0024,150,3,3600.0
19134,ORD0024,160,3,3600.0
19135,ORD0025,6,5,75.0
19136,ORD0025,16,5,75.0
19137,ORD0025,26,5,75.0
19138,ORD0025,36,5,75.0
19139,ORD0025,46,5,75.0
19140,ORD0025,56,5,75.0
19141,ORD0025,66,5,75.0
19142,ORD0025,76,5,75.0
19143,ORD0025,86,5,75.0
19144,ORD0025,96,5,75.0
19145,ORD0025,106,5,75.0
19146,ORD0025,116,5,75.0
19147,ORD0025,126,5,75.0
19148,ORD0025,136,5,75.0
19149,ORD0025,146,5,75.0
19150,ORD0025,156,5,75.0
19151,ORD0026,9,1,600.0
19152,ORD0026,19,1,600.0
19153,ORD0026,29,1,600.0
19154,ORD0026,39,1,600.0
19155,ORD0026,49,1,600.0
19156,ORD0026,59,1,600.0
19157,ORD0026,69,1,600.0
19158,ORD0026,79,1,600.0
19159,ORD0026,89,1,600.0
19160,ORD0026,99,1,600.0
19161,ORD0026,109,1,600.0
19162,ORD0026,119,1,600.0
19163,ORD0026,129,1,600.0
19164,ORD0026,139,1,600.0
19165,ORD0026,149,1,600.0
19166,ORD0026,159,1,600.0
19167,ORD0027,4,1,20.0
19168,ORD0027,14,1,20.0
19169,ORD0027,24,1,20.0
19170,ORD0027,34,1,20.0
19171,ORD0027,44,1,20.0
19172,ORD0027,54,1,20.0
19173,ORD0027,64,1,20.0
19174,ORD0027,74,1,20.0
19175,ORD0027,84,1,20.0
19176,ORD0027,94,1,20.0
19177,ORD0027,104,1,20.0
19178,ORD0027,114,1,20.0
19179,ORD0027,124,1,20.0
19180,ORD0027,134,1,20.0
19181,ORD0027,144,1,20.0
19182,ORD0027,154,1,20.0
19183,ORD0028,2,1,100.0
19184,ORD0028,12,1,100.0
19185,ORD0028,22,1,100.0
19186,ORD0028,32,1,100.0
19187,ORD0028,42,1,100.0
19188,ORD0028,52,1,100.0
19189,ORD0028,62,1,100.0
19190,ORD0028,72,1,100.0
19191,ORD0028,82,1,100.0
19192,ORD0028,92,1,100.0
19193,ORD0028,102,1,100.0
19194,ORD0028,112,1,100.0
19195,ORD0028,122,1,100.0
19196,ORD0028,132,1,100.0
19197,ORD0028,142,1,100.0
19198,ORD0028,152,1,100.0
19199,ORD0029,5,1,500.0
19200,ORD0029,15,1,500.0
19201,ORD0029,25,1,500.0
19202,ORD0029,35,1,500.0
19203,ORD0029,45,1,500.0
19204,ORD0029,55,1,500.0
19205,ORD0029,65,1,500.0
19206,ORD0029,75,1,500.0
19207,ORD0029,85,1,500.0
19208,ORD0029,95,1,500.0
19209,ORD0029,105,1,500.0
19210,ORD0029,115,1,500.0
19211,ORD0029,125,1,500.0
19212,ORD0029,135,1,500.0
19213,ORD0029,145,1,500.0
19214,ORD0029,155,1,500.0
19215,ORD0030,9,3,1800.0
19216,ORD0030,19,3,1800.0
19217,ORD0030,29,3,1800.0
19218,ORD0030,39,3,1800.0
19219,ORD0030,49,3,1800.0
19220,ORD0030,59,3,1800.0
19221,ORD0030,69,3,1800.0
19222,ORD0030,79,3,1800.0
19223,ORD0030,89,3,1800.0
19224,ORD0030,99,3,1800.0
19225,ORD0030,109,3,1800.0
19226,ORD0030,119,3,1800.0
19227,ORD0030,129,3,1800.0
19228,ORD0030,139,3,1800.0
19229,ORD0030,149,3,1800.0
19230,ORD0030,159,3,1800.0
19231,ORD0031,5,1,500.0
19232,ORD0031,15,1,500.0
19233,ORD0031,25,1,500.0
19234,ORD0031,35,1,500.0
19235,ORD0031,45,1,500.0
19236,ORD0031,55,1,500.0
19237,ORD0031,65,1,500.0
19238,ORD0031,75,1,500.0
19239,ORD0031,85,1,500.0
19240,ORD0031,95,1,500.0
19241,ORD0031,105,1,500.0
19242,ORD0031,115,1,500.0
19243,ORD0031,125,1,500.0
19244,ORD0031,135,1,500.0
19245,ORD0031,145,1,500.0
19246,ORD0031,155,1,500.0
19247,ORD0032,5,4,2000.0
19248,ORD0032,15,4,2000.0
19249,ORD0032,25,4,2000.0
19250,ORD0032,35,4,2000.0
19251,ORD0032,45,4,2000.0
19252,ORD0032,55,4,2000.0
19253,ORD0032,65,4,2000.0
19254,ORD0032,75,4,2000.0
19255,ORD0032,85,4,2000.0
19256,ORD0032,95,4,2000.0
19257,ORD0032,105,4,2000.0
19258,ORD0032,115,4,2000.0
19259,ORD0032,125,4,2000.0
19260,ORD0032,135,4,2000.0
19261,ORD0032,145,4,2000.0
19262,ORD0032,155,4,2000.0
19263,ORD0033,6,1,15.0
19264,ORD0033,16,1,15.0
19265,ORD0033,26,1,15.0
19266,ORD0033,36,1,15.0
19267,ORD0033,46,1,15.0
19268,ORD0033,56,1,15.0
19269,ORD0033,66,1,15.0
19270,ORD0033,76,1,15.0
19271,ORD0033,86,1,15.0
19272,ORD0033,96,1,15.0
19273,ORD0033,106,1,15.0
19274,ORD0033,116,1,15.0
19275,ORD0033,126,1,15.0
19276,ORD0033,136,1,15.0
19277,ORD0033,146,1,15.0
19278,ORD0033,156,1,15.0
19279,ORD0034,4,5,100.0
19280,ORD0034,14,5,100.0
19281,ORD0034,24,5,100.0
19282,ORD0034,34,5,100.0
19283,ORD0034,44,5,100.0
19284,ORD0034,54,5,100.0
19285,ORD0034,64,5,100.0
19286,ORD0034,74,5,100.0
19287,ORD0034,84,5,100.0
19288,ORD0034,94,5,100.0
19289,ORD0034,104,5,100.0
19290,ORD0034,114,5,100.0
19291,ORD0034,124,5,100.0
19292,ORD0034,134,5,100.0
19293,ORD0034,144,5,100.0
19294,ORD0034,154,5,100.0
19295,ORD0035,8,3,2400.0
19296,ORD0035,18,3,2400.0
19297,ORD0035,28,3,2400.0
19298,ORD0035,38,3,2400.0
19299,ORD0035,48,3,2400.0
19300,ORD0035,58,3,2400.0
19301,ORD0035,68,3,2400.0
19302,ORD0035,78,3,2400.0
19303,ORD0035,88,3,2400.0
19304,ORD0035,98,3,2400.0
19305,ORD0035,108,3,2400.0
19306,ORD0035,118,3,2400.0
19307,ORD0035,128,3,2400.0
19308,ORD0035,138,3,2400.0
19309,ORD0035,148,3,2400.0
19310,ORD0035,158,3,2400.0
19311,ORD0036,10,2,2400.0
19312,ORD0036,20,2,2400.0
19313,ORD0036,30,2,2400.0
19314,ORD0036,40,2,2400.0
19315,ORD0036,50,2,2400.0
19316,ORD0036,60,2,2400.0
19317,ORD0036,70,2,2400.0
19318,ORD0036,80,2,2400.0
19319,ORD0036,90,2,2400.0
19320,ORD0036,100,2,2400.0
19321,ORD0036,110,2,2400.0
19322,ORD0036,120,2,2400.0
19323,ORD0036,130,2,2400.0
19324,ORD0036,140,2,2400.0
19325,ORD0036,150,2,2400.0
19326,ORD0036,160,2,2400.0
19327,ORD0037,2,3,300.0
19328,ORD0037,12,3,300.0
19329,ORD0037,22,3,300.0
19330,ORD0037,32,3,300.0
19331,ORD0037,42,3,300.0
19332,ORD0037,52,3,300.0
19333,ORD0037,62,3,300.0
19334,ORD0037,72,3,300.0
19335,ORD0037,82,3,300.0
19336,ORD0037,92,3,300.0
19337,ORD0037,102,3,300.0
19338,ORD0037,112,3,300.0
19339,ORD0037,122,3,300.0
19340,ORD0037,132,3,300.0
19341,ORD0037,142,3,300.0
19342,ORD0037,152,3,300.0
19343,ORD0038,8,3,2400.0
19344,ORD0038,18,3,2400.0
19345,ORD0038,28,3,2400.0
19346,ORD0038,38,3,2400.0
19347,ORD0038,48,3,2400.0
19348,ORD0038,58,3,2400.0
19349,ORD0038,68,3,2400.0
19350,ORD0038,78,3,2400.0
19351,ORD0038,88,3,2400.0
19352,ORD0038,98,3,2400.0
19353,ORD0038,108,3,2400.0
19354,ORD0038,118,3,2400.0
19355,ORD0038,128,3,2400.0
19356,ORD0038,138,3,2400.0
19357,ORD0038,148,3,2400.0
19358,ORD0038,158,3,2400.0
19359,ORD0039,8,2,1600.0
19360,ORD0039,18,2,1600.0
19361,ORD0039,28,2,1600.0
19362,ORD0039,38,2,1600.0
19363,ORD0039,48,2,1600.0
19364,ORD0039,58,2,1600.0
19365,ORD0039,68,2,1600.0
19366,ORD0039,78,2,1600.0
19367,ORD0039,88,2,1600.0
19368,ORD0039,98,2,1600.0
19369,ORD0039,108,2,1600.0
19370,ORD0039,118,2,1600.0
19371,ORD0039,128,2,1600.0
19372,ORD0039,138,2,1600.0
19373,ORD0039,148,2,1600.0
19374,ORD0039,158,2,1600.0
19375,ORD0040,3,1,150.0
19376,ORD0040,13,1,150.0
19377,ORD0040,23,1,150.0
19378,ORD0040,33,1,150.0
19379,ORD0040,43,1,150.0
19380,ORD0040,53,1,150.0
19381,ORD0040,63,1,150.0
19382,ORD0040,73,1,150.0
19383,ORD0040,83,1,150.0
19384,ORD0040,93,1,150.0
19385,ORD0040,103,1,150.0
19386,ORD0040,113,1,150.0
19387,ORD0040,123,1,150.0
19388,ORD0040,133,1,150.0
19389,ORD0040,143,1,150.0
19390,ORD0040,153,1,150.0
19391,ORD0041,6,1,15.0
19392,ORD0041,16,1,15.0
19393,ORD0041,26,1,15.0
19394,ORD0041,36,1,15.0
19395,ORD0041,46,1,15.0
19396,ORD0041,56,1,15.0
19397,ORD0041,66,1,15.0
19398,ORD0041,76,1,15.0
19399,ORD0041,86,1,15.0
19400,ORD0041,96,1,15.0
19401,ORD0041,106,1,15.0
19402,ORD0041,116,1,15.0
19403,ORD0041,126,1,15.0
19404,ORD0041,136,1,15.0
19405,ORD0041,146,1,15.0
19406,ORD0041,156,1,15.0
19407,ORD0042,2,3,300.0
19408,ORD0042,12,3,300.0
19409,ORD0042,22,3,300.0
19410,ORD0042,32,3,300.0
19411,ORD0042,42,3,300.0
19412,ORD0042,52,3,300.0
19413,ORD0042,62,3,300.0
19414,ORD0042,72,3,300.0
19415,ORD0042,82,3,300.0
19416,ORD0042,92,3,300.0
19417,ORD0042,102,3,300.0
19418,ORD0042,112,3,300.0
19419,ORD0042,122,3,300.0
19420,ORD0042,132,3,300.0
19421,ORD0042,142,3,300.0
19422,ORD0042,152,3,300.0
19423,ORD0043,4,4,80.0
19424,ORD0043,14,4,80.0
19425,ORD0043,24,4,80.0
19426,ORD0043,34,4,80.0
19427,ORD0043,44,4,80.0
19428,ORD0043,54,4,80.0
19429,ORD0043,64,4,80.0
19430,ORD0043,74,4,80.0
19431,ORD0043,84,4,80.0
19432,ORD0043,94,4,80.0
19433,ORD0043,104,4,80.0
19434,ORD0043,114,4,80.0
19435,ORD0043,124,4,80.0
19436,ORD0043,134,4,80.0
19437,ORD0043,144,4,80.0
19438,ORD0043,154,4,80.0
19439,ORD0044,3,1,150.0
19440,ORD0044,13,1,150.0
19441,ORD0044,23,1,150.0
19442,ORD0044,33,1,150.0
19443,ORD0044,43,1,150.0
19444,ORD0044,53,1,150.0
19445,ORD0044,63,1,150.0
19446,ORD0044,73,1,150.0
19447,ORD0044,83,1,150.0
19448,ORD0044,93,1,150.0
19449,ORD0044,103,1,150.0
19450,ORD0044,113,1,150.0
19451,ORD0044,123,1,150.0
19452,ORD0044,133,1,150.0
19453,ORD0044,143,1,150.0
19454,ORD0044,153,1,150.0
19455,ORD0045,10,3,3600.0
19456,ORD0045,20,3,3600.0
19457,ORD0045,30,3,3600.0
19458,ORD0045,40,3,3600.0
19459,ORD0045,50,3,3600.0
19460,ORD0045,60,3,3600.0
19461,ORD0045,70,3,3600.0
19462,ORD0045,80,3,3600.0
19463,ORD0045,90,3,3600.0
19464,ORD0045,100,3,3600.0
19465,ORD0045,110,3,3600.0
19466,ORD0045,120,3,3600.0
19467,ORD0045,130,3,3600.0
19468,ORD0045,140,3,3600.0
19469,ORD0045,150,3,3600.0
19470,ORD0045,160,3,3600.0
19471,ORD0046,1,2,120.0
19472,ORD0046,11,2,120.0
19473,ORD0046,21,2,120.0
19474,ORD0046,31,2,120.0
19475,ORD0046,41,2,120.0
19476,ORD0046,51,2,120.0
19477,ORD0046,61,2,120.0
19478,ORD0046,71,2,120.0
19479,ORD0046,81,2,120.0
19480,ORD0046,91,2,120.0
19481,ORD0046,101,2,120.0
19482,ORD0046,111,2,120.0
19483,ORD0046,121,2,120.0
19484,ORD0046,131,2,120.0
19485,ORD0046,141,2,120.0
19486,ORD0046,151,2,120.0
19487,ORD0047,4,2,40.0
19488,ORD0047,14,2,40.0
19489,ORD0047,24,2,40.0
19490,ORD0047,34,2,40.0
19491,ORD0047,44,2,40.0
19492,ORD0047,54,2,40.0
19493,ORD0047,64,2,40.0
19494,ORD0047,74,2,40.0
19495,ORD0047,84,2,40.0
19496,ORD0047,94,2,40.0
19497,ORD0047,104,2,40.0
19498,ORD0047,114,2,40.0
19499,ORD0047,124,2,40.0
19500,ORD0047,134,2,40.0
19501,ORD0047,144,2,40.0
19502,ORD0047,154,2,40.0
19503,ORD0048,4,5,100.0
19504,ORD0048,14,5,100.0
19505,ORD0048,24,5,100.0
19506,ORD0048,34,5,100.0
19507,ORD0048,44,5,100.0
19508,ORD0048,54,5,100.0
19509,ORD0048,64,5,100.0
19510,ORD0048,74,5,100.0
19511,ORD0048,84,5,100.0
19512,ORD0048,94,5,100.0
19513,ORD0048,104,5,100.0
19514,ORD0048,114,5,100.0
19515,ORD0048,124,5,100.0
19516,ORD0048,134,5,100.0
19517,ORD0048,144,5,100.0
19518,ORD0048,154,5,100.0
19519,ORD0049,5,4,2000.0
19520,ORD0049,15,4,2000.0
19521,ORD0049,25,4,2000.0
19522,ORD0049,35,4,2000.0
19523,ORD0049,45,4,2000.0
19524,ORD0049,55,4,2000.0
19525,ORD0049,65,4,2000.0
19526,ORD0049,75,4,2000.0
19527,ORD0049,85,4,2000.0
19528,ORD0049,95,4,2000.0
19529,ORD0049,105,4,2000.0
19530,ORD0049,115,4,2000.0
19531,ORD0049,125,4,2000.0
19532,ORD0049,135,4,2000.0
19533,ORD0049,145,4,2000.0
19534,ORD0049,155,4,2000.0
19535,ORD0050,7,3,120.0
19536,ORD0050,17,3,120.0
19537,ORD0050,27,3,120.0
19538,ORD0050,37,3,120.0
19539,ORD0050,47,3,120.0
19540,ORD0050,57,3,120.0
19541,ORD0050,67,3,120.0
19542,ORD0050,77,3,120.0
19543,ORD0050,87,3,120.0
19544,ORD0050,97,3,120.0
19545,ORD0050,107,3,120.0
19546,ORD0050,117,3,120.0
19547,ORD0050,127,3,120.0
19548,ORD0050,137,3,120.0
19549,ORD0050,147,3,120.0
19550,ORD0050,157,3,120.0
19551,ORD0051,6,1,15.0
19552,ORD0051,16,1,15.0
19553,ORD0051,26,1,15.0
19554,ORD0051,36,1,15.0
19555,ORD0051,46,1,15.0
19556,ORD0051,56,1,15.0
19557,ORD0051,66,1,15.0
